employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
43456,Operations,region_22,Master's & above,m,other,1,51,5,5,0,0,61
33872,Finance,region_26,Master's & above,m,sourcing,1,35,1,7,0,0,61
39075,HR,region_21,Bachelor's,m,sourcing,1,32,1,3,0,0,44
49361,Finance,region_31,Bachelor's,m,other,1,38,3,3,1,0,58
1695,Procurement,region_11,Bachelor's,m,other,1,28,4,4,1,1,66
4390,R&D,region_22,Master's & above,m,sourcing,2,26,,1,0,0,84
26348,Operations,region_25,Master's & above,f,sourcing,1,34,4,4,0,0,55
8484,Sales & Marketing,region_9,Master's & above,m,other,1,33,1,3,0,0,48
26635,Operations,region_2,Bachelor's,f,other,2,34,3,3,0,0,60
55549,Operations,region_32,Bachelor's,m,other,1,31,4,5,1,0,59
14032,Technology,region_27,Bachelor's,m,sourcing,1,30,3,4,1,0,75
29502,Technology,region_2,Below Secondary,m,other,2,24,,1,1,0,80
58545,Finance,region_2,Master's & above,m,sourcing,2,44,4,7,0,0,58
56435,Operations,region_2,Bachelor's,f,sourcing,1,37,3,6,1,0,55
1854,Sales & Marketing,region_16,Bachelor's,m,other,3,32,3,5,0,0,49
14819,Operations,region_16,Master's & above,f,other,1,34,1,6,0,0,63
10007,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,27,3,4,0,0,48
9319,HR,region_13,Bachelor's,m,other,1,30,3,6,1,0,49
60230,Operations,region_19,Bachelor's,m,sourcing,2,38,5,5,1,0,60
32515,Procurement,region_4,Bachelor's,f,other,2,26,4,5,1,0,64
13595,Procurement,region_28,Master's & above,f,sourcing,2,31,2,2,0,0,70
12635,Operations,region_2,Bachelor's,m,other,1,31,4,6,1,0,61
59305,Analytics,region_14,Bachelor's,m,sourcing,1,29,4,2,0,0,84
50264,Technology,region_5,Bachelor's,m,other,2,42,3,5,0,0,82
76407,Analytics,region_31,Bachelor's,f,other,1,34,1,6,0,0,82
64661,Operations,region_22,Bachelor's,f,sourcing,1,26,3,2,0,0,60
72995,Operations,region_7,Bachelor's,f,sourcing,1,35,4,8,0,0,59
4563,Operations,region_13,Bachelor's,m,sourcing,2,34,5,4,1,0,60
36926,Procurement,region_2,Master's & above,m,other,3,49,2,8,0,0,65
39309,Operations,region_13,Bachelor's,f,sourcing,1,36,3,3,1,0,58
1054,HR,region_27,Bachelor's,m,sourcing,1,30,2,6,0,0,45
19523,Procurement,region_19,Master's & above,f,sourcing,1,37,3,5,0,0,68
59374,Sales & Marketing,region_6,Bachelor's,m,other,1,32,1,8,0,0,49
63696,Operations,region_15,Bachelor's,f,other,1,48,5,12,1,0,61
51953,Sales & Marketing,region_28,Master's & above,m,other,1,41,1,10,0,0,51
48153,Sales & Marketing,region_2,,m,other,1,35,4,4,1,1,50
4986,Analytics,region_22,Bachelor's,m,other,4,26,2,3,1,0,80
60938,Operations,region_2,Bachelor's,m,other,1,54,3,26,0,0,59
48457,Analytics,region_11,Bachelor's,f,other,1,28,3,1,0,1,82
26988,Legal,region_31,Bachelor's,m,other,1,40,3,7,0,0,59
77704,Analytics,region_2,Master's & above,m,other,1,36,4,7,1,0,89
51008,Finance,region_2,Master's & above,m,sourcing,1,40,4,12,0,0,54
36157,Operations,region_22,Bachelor's,m,other,1,30,5,3,1,0,57
54744,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5,5,1,0,50
13445,Sales & Marketing,region_24,Bachelor's,m,other,1,32,1,7,0,0,48
63562,Operations,region_2,Bachelor's,f,other,1,58,3,2,0,0,59
50357,Legal,region_31,Bachelor's,m,other,1,30,,1,0,0,53
14484,Operations,region_15,Master's & above,m,sourcing,1,52,4,4,0,0,63
4388,Technology,region_13,Bachelor's,f,other,1,30,3,2,0,0,79
52019,Operations,region_1,Bachelor's,f,sourcing,3,27,5,4,1,0,59
55047,Analytics,region_29,Bachelor's,m,sourcing,2,29,5,5,1,0,84
9453,Sales & Marketing,region_7,Bachelor's,m,other,2,31,1,4,0,0,48
29557,Operations,region_11,Bachelor's,m,sourcing,1,32,3,3,0,0,59
40712,Technology,region_2,Below Secondary,m,sourcing,4,25,3,2,0,0,80
32519,Operations,region_15,Bachelor's,m,other,1,34,1,10,0,0,62
32800,Operations,region_19,Master's & above,m,other,1,50,4,16,0,0,57
66319,Sales & Marketing,region_29,Master's & above,f,other,1,31,5,5,0,0,47
76107,Sales & Marketing,region_22,Bachelor's,m,other,2,31,2,8,0,0,52
61953,Analytics,region_2,Bachelor's,f,other,1,33,5,5,0,0,86
32623,Sales & Marketing,region_16,Bachelor's,m,other,1,28,4,2,1,0,50
33220,Operations,region_22,Master's & above,m,other,1,51,3,21,0,0,57
57909,Sales & Marketing,region_30,Bachelor's,m,other,2,36,3,7,1,0,44
12278,Analytics,region_32,Master's & above,m,sourcing,1,29,1,3,0,0,84
28491,Technology,region_2,Master's & above,m,other,1,54,3,8,0,0,77
44366,Technology,region_2,Bachelor's,f,other,1,57,3,15,0,0,81
75756,Procurement,region_23,Bachelor's,m,sourcing,2,27,3,1,0,0,69
64042,Finance,region_22,Master's & above,f,sourcing,1,35,4,9,1,0,62
77037,Operations,region_12,Bachelor's,m,sourcing,1,28,,1,0,0,62
61626,Analytics,region_2,Bachelor's,m,other,1,51,3,8,0,0,79
29045,Technology,region_33,Bachelor's,m,sourcing,1,28,3,5,0,0,76
22487,Operations,region_4,Bachelor's,f,sourcing,1,27,1,4,0,0,57
54685,HR,region_22,Bachelor's,m,other,1,27,3,2,0,0,47
31074,Procurement,region_7,Master's & above,f,other,2,35,3,3,0,0,73
24408,Analytics,region_25,Master's & above,m,other,1,34,5,3,1,0,87
29974,Sales & Marketing,region_22,Bachelor's,m,other,2,28,5,2,0,0,53
54443,Sales & Marketing,region_23,Bachelor's,m,other,1,29,4,6,1,1,89
54561,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,5,10,0,0,51
35272,Sales & Marketing,region_5,Master's & above,m,sourcing,1,32,2,6,0,0,47
24816,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,36,5,7,0,0,52
70161,Technology,region_7,Master's & above,m,sourcing,1,49,3,19,0,0,80
43291,Operations,region_27,Bachelor's,m,other,1,38,3,3,0,0,59
10995,Operations,region_15,Master's & above,f,other,1,48,5,9,0,0,59
42426,Technology,region_2,Master's & above,f,sourcing,1,56,2,16,0,0,79
30660,Analytics,region_22,Master's & above,m,sourcing,3,38,5,9,1,0,88
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5,19,0,0,40
22576,Technology,region_11,Master's & above,m,other,1,36,2,10,0,0,80
61657,Technology,region_28,Bachelor's,f,other,1,30,,1,1,0,77
10391,Sales & Marketing,region_1,Master's & above,m,other,1,29,3,3,0,0,53
50939,Procurement,region_31,Bachelor's,m,sourcing,2,28,3,4,1,0,63
15673,Sales & Marketing,region_15,Bachelor's,f,other,1,36,3,10,0,0,50
32225,Operations,region_13,Master's & above,m,other,1,38,2,4,1,0,58
68362,Operations,region_16,Master's & above,f,sourcing,1,41,3,5,0,0,56
29411,Analytics,region_22,,m,sourcing,1,27,,1,1,0,84
67906,Operations,region_15,Bachelor's,f,sourcing,2,34,3,4,1,0,91
42431,Finance,region_31,Bachelor's,m,sourcing,1,28,5,3,1,0,61
18367,Technology,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,97
54499,Operations,region_4,Master's & above,m,other,1,43,1,5,1,0,60
14379,Procurement,region_7,Master's & above,m,other,2,37,5,6,0,0,69
31053,Sales & Marketing,region_27,Bachelor's,m,other,1,36,2,10,0,1,51
74214,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,30,3,4,1,0,52
37315,Procurement,region_2,Bachelor's,f,sourcing,1,28,3,2,1,0,69
25283,Sales & Marketing,region_15,Bachelor's,f,other,2,33,3,3,0,0,45
31603,HR,region_7,Master's & above,m,other,1,44,4,15,1,0,52
26643,Operations,region_12,Bachelor's,f,other,1,28,,1,1,0,59
17279,Analytics,region_15,,m,sourcing,3,27,5,3,1,0,82
25297,Sales & Marketing,region_2,Master's & above,m,other,2,58,1,15,0,0,47
78288,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,3,3,0,1,60
26912,HR,region_26,Bachelor's,f,sourcing,1,29,,1,0,1,56
30194,HR,region_20,Bachelor's,f,sourcing,1,29,2,2,1,0,49
67018,Procurement,region_17,Master's & above,f,other,1,37,1,5,0,0,62
65046,Operations,region_2,Below Secondary,m,sourcing,1,25,3,2,0,0,55
20050,Operations,region_16,Bachelor's,f,other,1,35,4,3,1,0,58
2235,Analytics,region_22,Bachelor's,m,other,2,27,4,3,0,0,86
50736,Sales & Marketing,region_15,Master's & above,m,sourcing,1,52,1,7,0,0,50
67808,Procurement,region_4,Master's & above,f,sourcing,2,41,3,7,0,0,72
25311,Finance,region_27,Bachelor's,m,sourcing,1,26,3,3,1,0,63
66105,Procurement,region_15,Bachelor's,f,other,1,34,1,7,0,0,69
76300,Sales & Marketing,region_23,Bachelor's,m,other,1,32,2,8,0,0,51
57828,Technology,region_13,Bachelor's,f,other,1,22,3,2,1,0,78
54620,Procurement,region_10,Bachelor's,m,other,1,29,3,4,1,0,68
3219,Operations,region_32,Bachelor's,f,sourcing,1,31,3,5,0,0,58
2143,Technology,region_26,Bachelor's,m,other,2,30,5,3,1,0,89
2291,Procurement,region_16,Bachelor's,m,other,1,29,3,3,0,0,68
36703,Sales & Marketing,region_32,Bachelor's,m,other,3,34,3,3,0,0,49
64867,Procurement,region_2,Bachelor's,m,other,2,24,,1,1,0,69
63790,Procurement,region_29,Bachelor's,m,sourcing,1,28,,1,0,0,71
3565,Legal,region_28,Master's & above,m,other,1,36,4,7,0,0,57
7315,Technology,region_14,Bachelor's,m,other,1,27,3,6,0,0,82
31202,Procurement,region_32,Bachelor's,m,sourcing,1,32,3,5,0,0,71
34889,Operations,region_22,Master's & above,f,referred,1,36,3,3,1,0,57
76600,Procurement,region_2,Bachelor's,m,referred,1,36,5,8,1,0,69
54341,Procurement,region_26,Bachelor's,m,other,1,34,5,7,0,0,68
31931,Technology,region_4,Master's & above,f,other,1,32,3,2,1,0,77
23535,Technology,region_7,Master's & above,f,sourcing,1,35,1,2,0,0,83
6029,Sales & Marketing,region_23,Bachelor's,m,other,1,39,1,6,0,0,49
40095,Operations,region_22,Bachelor's,f,other,1,36,4,9,0,0,63
74609,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,5,3,1,0,51
14428,Sales & Marketing,region_25,Master's & above,m,other,1,33,5,5,1,0,48
76162,Procurement,region_8,Master's & above,f,other,1,35,5,8,0,0,74
3079,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,44,5,11,0,0,47
28149,Sales & Marketing,region_2,Bachelor's,m,other,1,35,4,10,0,0,48
7502,Finance,region_13,Bachelor's,m,sourcing,1,30,4,3,1,0,60
42085,Sales & Marketing,region_23,Bachelor's,m,other,2,29,1,4,0,0,48
14540,Sales & Marketing,region_7,Master's & above,f,other,2,40,3,11,0,0,61
65016,Sales & Marketing,region_16,Bachelor's,m,other,1,55,3,4,0,0,49
33148,Analytics,region_3,Master's & above,m,sourcing,1,40,5,11,1,0,83
24318,Operations,region_15,Bachelor's,m,sourcing,1,28,5,6,1,0,64
2071,Operations,region_2,Master's & above,f,other,1,52,4,24,0,0,62
7194,Technology,region_2,Bachelor's,m,other,1,39,4,3,1,0,79
67140,Sales & Marketing,region_15,Master's & above,m,sourcing,1,32,3,5,0,0,42
66712,Analytics,region_15,Bachelor's,m,other,1,28,1,4,0,0,87
4864,Operations,region_7,Bachelor's,m,other,5,30,1,4,0,0,61
51370,R&D,region_22,Master's & above,m,other,1,32,5,4,1,0,86
27015,Sales & Marketing,region_2,Master's & above,m,other,1,53,2,9,0,0,50
51537,Technology,region_22,Bachelor's,m,sourcing,3,29,4,5,0,0,90
74532,Sales & Marketing,region_22,Bachelor's,m,other,1,28,,1,1,0,52
36781,Technology,region_26,Bachelor's,f,other,1,39,4,7,0,0,77
30491,Analytics,region_26,Bachelor's,m,other,1,43,3,2,0,0,89
34751,Operations,region_19,Bachelor's,f,sourcing,1,34,3,7,1,0,62
77535,Technology,region_2,Master's & above,m,other,1,54,5,6,1,0,75
59076,Technology,region_13,Master's & above,m,other,1,59,3,29,0,0,78
48749,Sales & Marketing,region_2,Bachelor's,m,other,1,31,2,7,0,0,49
27230,Analytics,region_29,Bachelor's,m,other,1,33,5,7,1,0,84
57260,Analytics,region_4,Bachelor's,m,other,1,26,,1,0,0,82
74820,Procurement,region_17,Bachelor's,m,sourcing,2,32,1,7,0,0,65
21356,Operations,region_15,Bachelor's,f,other,2,39,5,12,1,0,55
74368,Analytics,region_27,Bachelor's,m,sourcing,1,30,2,7,0,0,88
78039,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,4,9,1,0,62
52930,Sales & Marketing,region_15,Master's & above,m,other,1,33,1,7,0,0,48
58348,Procurement,region_10,Bachelor's,m,sourcing,1,29,5,2,1,0,72
67252,Operations,region_22,Bachelor's,m,sourcing,1,28,5,5,1,0,59
57504,Analytics,region_29,Bachelor's,m,other,1,35,3,9,0,0,85
12453,Sales & Marketing,region_2,Bachelor's,m,other,1,36,5,4,0,0,48
13580,Sales & Marketing,region_7,Bachelor's,m,other,1,41,1,13,0,0,44
1014,Operations,region_2,Bachelor's,f,other,1,32,5,5,1,0,56
44191,Operations,region_22,Bachelor's,f,sourcing,3,34,5,9,1,0,62
60647,Technology,region_4,Master's & above,f,other,1,39,3,9,0,0,79
57888,Procurement,region_5,Bachelor's,f,sourcing,1,32,5,8,1,0,69
35294,Operations,region_11,Bachelor's,m,sourcing,1,31,3,7,0,0,59
29543,Finance,region_2,Bachelor's,m,sourcing,4,31,5,3,1,0,60
24794,Procurement,region_13,Bachelor's,f,other,2,52,5,19,0,0,73
9847,Procurement,region_2,Bachelor's,f,other,2,32,3,4,1,0,72
65974,Sales & Marketing,region_22,Master's & above,m,sourcing,1,37,2,5,0,0,49
72588,Sales & Marketing,region_33,Bachelor's,m,other,1,30,5,2,0,0,51
15166,Sales & Marketing,region_29,Bachelor's,m,sourcing,3,31,1,6,0,0,53
24132,Sales & Marketing,region_2,Bachelor's,m,referred,1,38,5,7,1,0,47
28318,Procurement,region_8,Master's & above,m,other,1,31,5,6,1,0,65
68964,Sales & Marketing,region_25,Master's & above,m,sourcing,1,35,3,10,1,0,52
52097,Sales & Marketing,region_20,Master's & above,m,other,1,35,5,7,0,0,50
6978,Procurement,region_2,Master's & above,m,sourcing,2,52,5,22,1,0,66
69809,Sales & Marketing,region_2,Bachelor's,m,other,1,31,5,4,1,0,53
23580,Operations,region_15,Bachelor's,m,other,2,44,5,13,1,0,58
22371,Technology,region_28,Bachelor's,m,other,1,28,3,2,1,0,74
35134,Operations,region_23,Bachelor's,f,sourcing,1,32,3,7,0,0,62
32650,Sales & Marketing,region_25,,m,other,1,26,2,2,0,0,65
26057,Operations,region_15,Master's & above,f,other,2,37,4,9,0,0,63
25320,Operations,region_13,Master's & above,f,sourcing,2,33,2,3,0,0,61
46556,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,45,3,14,0,0,49
18644,R&D,region_22,Bachelor's,m,referred,1,27,5,6,1,0,94
7691,Operations,region_2,Bachelor's,f,other,2,34,4,8,0,0,60
62516,Analytics,region_31,Bachelor's,m,sourcing,2,31,2,2,0,0,83
49563,Analytics,region_2,Bachelor's,m,sourcing,2,36,4,8,0,0,83
69193,Finance,region_22,Master's & above,f,sourcing,1,34,3,6,0,0,63
57000,Analytics,region_22,Bachelor's,m,sourcing,1,28,4,5,0,0,83
45483,Sales & Marketing,region_16,Bachelor's,f,other,1,27,1,3,0,0,46
38485,HR,region_2,Master's & above,m,other,1,44,3,15,0,0,50
14188,Finance,region_13,Master's & above,f,sourcing,1,33,4,4,1,0,58
53336,Operations,region_2,Bachelor's,f,sourcing,1,45,5,6,0,0,57
27132,Legal,region_2,Bachelor's,f,other,1,35,4,2,0,0,62
54088,Procurement,region_17,Bachelor's,m,other,1,25,,1,0,0,69
21832,Operations,region_6,Bachelor's,f,other,1,27,,1,1,0,63
43850,Procurement,region_7,Master's & above,f,sourcing,1,33,4,2,1,0,70
16596,Operations,region_15,Bachelor's,m,other,2,35,4,3,1,0,58
37547,Sales & Marketing,region_27,Bachelor's,f,other,1,31,1,3,0,0,52
21680,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3,5,0,1,67
6003,Sales & Marketing,region_15,Bachelor's,m,other,1,33,3,4,1,0,52
6982,Procurement,region_2,Master's & above,m,other,1,38,2,11,0,0,70
75528,HR,region_2,Bachelor's,f,sourcing,1,52,4,9,0,0,50
13285,Technology,region_26,Bachelor's,m,other,1,38,3,7,0,0,81
29426,Finance,region_2,Bachelor's,f,other,2,26,4,2,1,0,58
14160,Procurement,region_27,Bachelor's,m,sourcing,2,31,5,10,1,0,69
59189,Technology,region_7,Bachelor's,f,sourcing,2,50,4,22,0,0,73
5218,Operations,region_26,Bachelor's,f,sourcing,1,30,5,7,1,0,60
47748,Technology,region_2,Bachelor's,m,sourcing,1,41,3,11,0,0,80
58522,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,3,3,0,0,46
2938,R&D,region_16,Master's & above,m,other,1,29,4,2,0,0,88
35320,Technology,region_7,Master's & above,m,other,1,44,4,5,0,0,84
45276,Technology,region_7,Master's & above,f,referred,1,36,4,5,0,0,76
76525,Sales & Marketing,region_11,Bachelor's,m,other,1,30,2,5,0,0,47
34337,Procurement,region_10,Master's & above,f,sourcing,2,31,1,5,0,0,65
74489,Sales & Marketing,region_28,Master's & above,m,other,1,29,1,4,0,0,50
57868,Sales & Marketing,region_2,Bachelor's,m,other,1,42,5,12,1,0,49
45465,Technology,region_7,Bachelor's,m,other,1,31,3,7,1,0,82
6037,Procurement,region_24,Bachelor's,m,other,3,30,3,5,0,0,64
62012,Legal,region_22,Master's & above,m,other,1,34,2,4,1,0,58
34001,Procurement,region_24,Bachelor's,m,other,1,31,2,3,0,0,73
34307,Procurement,region_2,Master's & above,m,sourcing,1,55,5,3,1,0,66
22455,Technology,region_7,Below Secondary,f,other,1,25,3,2,0,0,79
52863,Sales & Marketing,region_22,Bachelor's,f,other,1,31,5,7,0,0,47
30813,Procurement,region_9,Bachelor's,f,sourcing,2,28,3,4,0,0,71
48885,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,4,7,0,0,51
57255,Sales & Marketing,region_15,Master's & above,m,sourcing,1,34,4,5,0,0,55
15155,Finance,region_13,Bachelor's,m,other,2,35,4,9,0,0,59
63550,Sales & Marketing,region_15,Bachelor's,m,other,1,44,3,14,0,0,49
108,Analytics,region_15,Bachelor's,m,other,2,31,2,3,0,0,88
77797,Technology,region_16,Master's & above,m,other,1,34,1,3,0,0,80
33154,Analytics,region_25,Master's & above,m,sourcing,1,37,4,10,0,0,90
46478,Procurement,region_23,Master's & above,f,sourcing,1,40,1,11,0,0,68
20363,Technology,region_5,Bachelor's,f,sourcing,1,31,4,5,0,0,77
56693,Operations,region_7,Bachelor's,m,sourcing,1,42,5,5,0,0,61
59629,Analytics,region_22,Bachelor's,m,sourcing,1,27,4,4,1,0,86
64824,Finance,region_22,Bachelor's,m,sourcing,1,29,5,3,1,1,55
32953,Operations,region_7,,m,other,1,35,3,2,1,0,61
69753,Analytics,region_19,Bachelor's,m,other,2,31,3,2,0,0,85
39041,Operations,region_14,Master's & above,m,other,1,38,5,7,1,0,58
15774,Operations,region_2,Master's & above,m,sourcing,1,39,4,10,0,0,60
34058,Analytics,region_15,Bachelor's,m,other,1,34,3,8,0,0,86
31986,Procurement,region_2,,m,sourcing,1,36,3,5,0,0,68
71985,Analytics,region_2,Bachelor's,m,other,2,60,5,34,1,0,87
9452,Sales & Marketing,region_11,Bachelor's,m,other,1,36,1,7,0,0,43
46254,Procurement,region_2,Bachelor's,f,other,1,39,1,5,0,0,70
63647,Sales & Marketing,region_2,,f,other,1,25,,1,1,0,51
19456,Procurement,region_2,Bachelor's,m,other,3,36,3,5,0,0,65
29578,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,46,2,3,0,0,54
30109,Finance,region_7,Bachelor's,m,sourcing,1,33,1,7,1,0,59
35757,HR,region_28,Bachelor's,m,other,1,30,,1,0,0,50
73177,Operations,region_2,Bachelor's,m,sourcing,1,26,3,4,0,0,62
7991,Technology,region_2,Below Secondary,m,other,1,22,3,2,1,0,83
13030,Legal,region_2,Bachelor's,f,other,1,30,2,2,0,0,65
28822,Technology,region_23,Master's & above,m,sourcing,1,34,5,3,1,0,77
55459,Operations,region_22,Bachelor's,m,other,1,22,,1,0,0,59
6480,R&D,region_4,Master's & above,m,sourcing,1,44,5,7,1,0,84
74257,Sales & Marketing,region_4,Bachelor's,m,sourcing,4,27,4,3,0,0,47
14506,Procurement,region_22,Master's & above,m,other,1,39,1,13,0,0,71
45050,Analytics,region_26,Bachelor's,m,sourcing,1,42,3,4,1,0,89
19933,Procurement,region_4,Master's & above,m,sourcing,1,50,1,16,0,0,71
36395,Analytics,region_27,Bachelor's,m,sourcing,2,33,3,8,0,0,80
23359,Technology,region_19,Bachelor's,f,other,1,30,3,2,0,0,78
21902,Procurement,region_22,Bachelor's,m,other,3,30,4,7,0,0,71
42282,Operations,region_2,Below Secondary,m,sourcing,1,25,,1,0,0,59
35319,Procurement,region_7,Bachelor's,m,other,1,43,3,4,0,0,67
12382,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,51,1,10,0,0,51
55358,Operations,region_25,Below Secondary,m,other,1,26,,1,1,0,54
61024,Technology,region_2,Bachelor's,f,sourcing,2,34,3,6,0,0,79
9411,Technology,region_5,Bachelor's,f,sourcing,1,24,,1,0,0,78
58655,Technology,region_15,Bachelor's,m,sourcing,1,27,3,2,0,0,83
5995,Analytics,region_2,Bachelor's,m,other,1,37,1,10,0,0,88
27374,Operations,region_28,Bachelor's,m,sourcing,1,29,4,2,1,0,58
68663,Sales & Marketing,region_19,Bachelor's,m,other,1,34,5,7,0,0,51
75148,Sales & Marketing,region_7,Master's & above,m,sourcing,1,39,4,6,0,0,66
49646,Operations,region_21,Bachelor's,m,other,2,30,2,2,1,0,56
64965,Operations,region_2,Bachelor's,f,sourcing,2,35,4,10,1,0,61
65362,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,29,,1,0,0,50
45723,Sales & Marketing,region_16,Bachelor's,m,other,1,56,3,2,0,0,51
33286,Technology,region_27,Bachelor's,m,sourcing,1,34,,1,0,0,78
45725,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,36,3,7,0,0,44
64506,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,32,4,5,0,0,45
74041,Legal,region_2,Bachelor's,m,sourcing,1,30,3,2,0,0,63
76916,Procurement,region_14,Bachelor's,m,sourcing,2,29,3,4,0,0,68
41872,Technology,region_2,Master's & above,m,sourcing,1,35,5,8,1,0,82
71777,Sales & Marketing,region_28,Bachelor's,m,other,1,36,1,4,0,0,48
5922,Technology,region_7,Bachelor's,m,other,1,25,4,2,1,0,75
24999,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,32,3,6,0,0,51
6438,HR,region_2,Bachelor's,m,sourcing,1,25,3,3,1,0,49
61890,Procurement,region_2,Bachelor's,f,other,1,31,3,6,1,0,68
53725,Technology,region_4,Master's & above,m,other,1,46,4,18,1,0,78
21440,Sales & Marketing,region_31,Bachelor's,m,other,1,41,3,12,1,0,52
50267,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,24,4,2,0,0,52
24932,Procurement,region_22,Master's & above,m,other,1,43,3,4,1,0,76
68229,Analytics,region_32,Bachelor's,m,sourcing,1,29,,1,0,0,85
27357,Technology,region_22,Master's & above,m,other,1,39,4,7,1,0,81
77870,Operations,region_29,Bachelor's,m,sourcing,1,43,3,13,0,0,58
